"subject","label","penn_element_name","parameter","value","rt","type","trial_n","reading_time","itemnum"
"S[4]","practice_rest","DashedSentence","21","black.","1757","practice","7","855","503"
"S[4]","practice_rest","DashedSentence","20","are","1757","practice","7","696","503"
"S[4]","practice_rest","DashedSentence","19","Nick's","1757","practice","7","737","503"
"S[4]","practice_rest","DashedSentence","18","brother","1757","practice","7","743","503"
"S[4]","practice_rest","DashedSentence","17","her","1757","practice","7","1136","503"
"S[4]","practice_rest","DashedSentence","16","is","1757","practice","7","896","503"
"S[4]","practice_rest","DashedSentence","15","which","1757","practice","7","673","503"
"S[4]","practice_rest","DashedSentence","14","there","1757","practice","7","855","503"
"S[4]","practice_rest","DashedSentence","13","over","1757","practice","7","672","503"
"S[4]","practice_rest","DashedSentence","12","desk","1757","practice","7","809","503"
"S[4]","practice_rest","DashedSentence","11","other","1757","practice","7","807","503"
"S[4]","practice_rest","DashedSentence","10","that","1757","practice","7","824","503"
"S[4]","practice_rest","DashedSentence","9","and","1757","practice","7","808","503"
"S[4]","practice_rest","DashedSentence","8","Sandra%2C","1757","practice","7","1113","503"
"S[4]","practice_rest","DashedSentence","7","to","1757","practice","7","607","503"
"S[4]","practice_rest","DashedSentence","6","belong","1757","practice","7","681","503"
"S[4]","practice_rest","DashedSentence","5","to","1757","practice","7","704","503"
"S[4]","practice_rest","DashedSentence","4","used","1757","practice","7","656","503"
"S[4]","practice_rest","DashedSentence","3","which","1757","practice","7","736","503"
"S[4]","practice_rest","DashedSentence","2","desk%2C","1757","practice","7","567","503"
"S[4]","practice_rest","DashedSentence","1","This","1757","practice","7","752","503"
"S[4]","practice_rest","grade","Choice","1","1757","practice","7","NULL","503"
"S[4]","practice_rest","DashedSentence","13","me.","2720","practice","8","480","507"
"S[4]","practice_rest","DashedSentence","12","gift","2720","practice","8","407","507"
"S[4]","practice_rest","DashedSentence","11","a","2720","practice","8","408","507"
"S[4]","practice_rest","DashedSentence","10","and","2720","practice","8","400","507"
"S[4]","practice_rest","DashedSentence","9","smile","2720","practice","8","408","507"
"S[4]","practice_rest","DashedSentence","8","big","2720","practice","8","408","507"
"S[4]","practice_rest","DashedSentence","7","a","2720","practice","8","1624","507"
"S[4]","practice_rest","DashedSentence","6","bringing","2720","practice","8","608","507"
"S[4]","practice_rest","DashedSentence","5","today%2C","2720","practice","8","472","507"
"S[4]","practice_rest","DashedSentence","4","house","2720","practice","8","448","507"
"S[4]","practice_rest","DashedSentence","3","my","2720","practice","8","1040","507"
"S[4]","practice_rest","DashedSentence","2","came","2720","practice","8","472","507"
"S[4]","practice_rest","DashedSentence","1","Batman","2720","practice","8","759","507"
"S[4]","practice_rest","grade","Choice","1","2720","practice","8","NULL","507"
"S[4]","practice_rest","DashedSentence","25","it.","5504","practice","9","743","504"
"S[4]","practice_rest","DashedSentence","24","buy","5504","practice","9","760","504"
"S[4]","practice_rest","DashedSentence","23","definitely","5504","practice","9","576","504"
"S[4]","practice_rest","DashedSentence","22","would","5504","practice","9","432","504"
"S[4]","practice_rest","DashedSentence","21","we","5504","practice","9","536","504"
"S[4]","practice_rest","DashedSentence","20","family%2C","5504","practice","9","424","504"
"S[4]","practice_rest","DashedSentence","19","big","5504","practice","9","432","504"
"S[4]","practice_rest","DashedSentence","18","our","5504","practice","9","375","504"
"S[4]","practice_rest","DashedSentence","17","with","5504","practice","9","417","504"
"S[4]","practice_rest","DashedSentence","16","help","5504","practice","9","408","504"
"S[4]","practice_rest","DashedSentence","15","would","5504","practice","9","376","504"
"S[4]","practice_rest","DashedSentence","14","way","5504","practice","9","295","504"
"S[4]","practice_rest","DashedSentence","13","the","5504","practice","9","377","504"
"S[4]","practice_rest","DashedSentence","12","by","5504","practice","9","560","504"
"S[4]","practice_rest","DashedSentence","11","which","5504","practice","9","1624","504"
"S[4]","practice_rest","DashedSentence","10","bathrom%2C","5504","practice","9","400","504"
"S[4]","practice_rest","DashedSentence","9","a","5504","practice","9","368","504"
"S[4]","practice_rest","DashedSentence","8","and","5504","practice","9","488","504"
"S[4]","practice_rest","DashedSentence","7","kitchen","5504","practice","9","432","504"
"S[4]","practice_rest","DashedSentence","6","big","5504","practice","9","400","504"
"S[4]","practice_rest","DashedSentence","5","a","5504","practice","9","448","504"
"S[4]","practice_rest","DashedSentence","4","had","5504","practice","9","496","504"
"S[4]","practice_rest","DashedSentence","3","apartment","5504","practice","9","464","504"
"S[4]","practice_rest","DashedSentence","2","this","5504","practice","9","480","504"
"S[4]","practice_rest","DashedSentence","1","If","5504","practice","9","488","504"
"S[4]","practice_rest","grade","Choice",NA,"5504","practice","9","No selection happened","504"
"S[5]","practice_first","DashedSentence","14","this.","5504","practice","1","3512","500"
"S[5]","practice_first","DashedSentence","13","like","5504","practice","1","577","500"
"S[5]","practice_first","DashedSentence","12","presented","5504","practice","1","515","500"
"S[5]","practice_first","DashedSentence","11","be","5504","practice","1","470","500"
"S[5]","practice_first","DashedSentence","10","will","5504","practice","1","462","500"
"S[5]","practice_first","DashedSentence","9","way%2C","5504","practice","1","592","500"
"S[5]","practice_first","DashedSentence","8","the","5504","practice","1","652","500"
"S[5]","practice_first","DashedSentence","7","by","5504","practice","1","570","500"
"S[5]","practice_first","DashedSentence","6","read","5504","practice","1","589","500"
"S[5]","practice_first","DashedSentence","5","to","5504","practice","1","547","500"
"S[5]","practice_first","DashedSentence","4","have","5504","practice","1","545","500"
"S[5]","practice_first","DashedSentence","3","you","5504","practice","1","507","500"
"S[5]","practice_first","DashedSentence","2","which","5504","practice","1","575","500"
"S[5]","practice_first","DashedSentence","1","Sentence%2C","5504","practice","1","634","500"
"S[5]","practice_first","DashedSentence","20","","1858","practice","2","1964","501"
"S[5]","practice_first","DashedSentence","19","you.","1858","practice","2","537","501"
"S[5]","practice_first","DashedSentence","18","help","1858","practice","2","557","501"
"S[5]","practice_first","DashedSentence","17","to","1858","practice","2","450","501"
"S[5]","practice_first","DashedSentence","16","stuff","1858","practice","2","504","501"
"S[5]","practice_first","DashedSentence","15","some","1858","practice","2","510","501"
"S[5]","practice_first","DashedSentence","14","have","1858","practice","2","503","501"
"S[5]","practice_first","DashedSentence","13","will","1858","practice","2","472","501"
"S[5]","practice_first","DashedSentence","12","easier%2C","1858","practice","2","494","501"
"S[5]","practice_first","DashedSentence","11","be","1858","practice","2","569","501"
"S[5]","practice_first","DashedSentence","10","hopefully","1858","practice","2","554","501"
"S[5]","practice_first","DashedSentence","9","which","1858","practice","2","494","501"
"S[5]","practice_first","DashedSentence","8","some%2C","1858","practice","2","545","501"
"S[5]","practice_first","DashedSentence","7","But","1858","practice","2","553","501"
"S[5]","practice_first","DashedSentence","6","read.","1858","practice","2","586","501"
"S[5]","practice_first","DashedSentence","5","to","1858","practice","2","512","501"
"S[5]","practice_first","DashedSentence","4","harder","1858","practice","2","455","501"
"S[5]","practice_first","DashedSentence","3","be","1858","practice","2","447","501"
"S[5]","practice_first","DashedSentence","2","will","1858","practice","2","570","501"
"S[5]","practice_first","DashedSentence","1","Some","1858","practice","2","617","501"
"S[5]","practice_first","grade","Choice","4","1858","practice","2","NULL","501"
"S[5]","practice_good_item","DashedSentence","22","music.","3014","practice","3","852","502"
"S[5]","practice_good_item","DashedSentence","21","country","3014","practice","3","495","502"
"S[5]","practice_good_item","DashedSentence","20","revolutionizing","3014","practice","3","522","502"
"S[5]","practice_good_item","DashedSentence","19","for","3014","practice","3","563","502"
"S[5]","practice_good_item","DashedSentence","18","famous","3014","practice","3","503","502"
"S[5]","practice_good_item","DashedSentence","17","is","3014","practice","3","461","502"
"S[5]","practice_good_item","DashedSentence","16","inspirational%2C","3014","practice","3","660","502"
"S[5]","practice_good_item","DashedSentence","15","very","3014","practice","3","538","502"
"S[5]","practice_good_item","DashedSentence","14","and","3014","practice","3","562","502"
"S[5]","practice_good_item","DashedSentence","13","woman","3014","practice","3","587","502"
"S[5]","practice_good_item","DashedSentence","12","young","3014","practice","3","679","502"
"S[5]","practice_good_item","DashedSentence","11","achieving","3014","practice","3","569","502"
"S[5]","practice_good_item","DashedSentence","10","high","3014","practice","3","491","502"
"S[5]","practice_good_item","DashedSentence","9","a","3014","practice","3","513","502"
"S[5]","practice_good_item","DashedSentence","8","is","3014","practice","3","646","502"
"S[5]","practice_good_item","DashedSentence","7","way","3014","practice","3","552","502"
"S[5]","practice_good_item","DashedSentence","6","the","3014","practice","3","457","502"
"S[5]","practice_good_item","DashedSentence","5","by","3014","practice","3","409","502"
"S[5]","practice_good_item","DashedSentence","4","who","3014","practice","3","446","502"
"S[5]","practice_good_item","DashedSentence","3","singer%2C","3014","practice","3","475","502"
"S[5]","practice_good_item","DashedSentence","2","favorite","3014","practice","3","491","502"
"S[5]","practice_good_item","DashedSentence","1","My","3014","practice","3","429","502"
"S[5]","practice_good_item","grade","Choice","7","3014","practice","3","NULL","502"
"S[5]","practice_bad_item","DashedSentence","16","yesterday.","3401","practice","4","1662","505"
"S[5]","practice_bad_item","DashedSentence","15","book","3401","practice","4","482","505"
"S[5]","practice_bad_item","DashedSentence","14","the","3401","practice","4","493","505"
"S[5]","practice_bad_item","DashedSentence","13","borrow","3401","practice","4","511","505"
"S[5]","practice_bad_item","DashedSentence","12","will","3401","practice","4","511","505"
"S[5]","practice_bad_item","DashedSentence","11","who","3401","practice","4","472","505"
"S[5]","practice_bad_item","DashedSentence","10","grandpa","3401","practice","4","514","505"
"S[5]","practice_bad_item","DashedSentence","9","her","3401","practice","4","493","505"
"S[5]","practice_bad_item","DashedSentence","8","to","3401","practice","4","477","505"
"S[5]","practice_bad_item","DashedSentence","7","gift","3401","practice","4","478","505"
"S[5]","practice_bad_item","DashedSentence","6","a","3401","practice","4","493","505"
"S[5]","practice_bad_item","DashedSentence","5","as","3401","practice","4","497","505"
"S[5]","practice_bad_item","DashedSentence","4","book","3401","practice","4","525","505"
"S[5]","practice_bad_item","DashedSentence","3","this","3401","practice","4","503","505"
"S[5]","practice_bad_item","DashedSentence","2","bought","3401","practice","4","541","505"
"S[5]","practice_bad_item","DashedSentence","1","Lucy","3401","practice","4","535","505"
"S[5]","practice_bad_item","grade","Choice","2","3401","practice","4","NULL","505"
"S[5]","practice_rest","DashedSentence","25","it.","2097","practice","5","687","504"
"S[5]","practice_rest","DashedSentence","24","buy","2097","practice","5","485","504"
"S[5]","practice_rest","DashedSentence","23","definitely","2097","practice","5","535","504"
"S[5]","practice_rest","DashedSentence","22","would","2097","practice","5","513","504"
"S[5]","practice_rest","DashedSentence","21","we","2097","practice","5","489","504"
"S[5]","practice_rest","DashedSentence","20","family%2C","2097","practice","5","623","504"
"S[5]","practice_rest","DashedSentence","19","big","2097","practice","5","567","504"
"S[5]","practice_rest","DashedSentence","18","our","2097","practice","5","666","504"
"S[5]","practice_rest","DashedSentence","17","with","2097","practice","5","536","504"
"S[5]","practice_rest","DashedSentence","16","help","2097","practice","5","598","504"
"S[5]","practice_rest","DashedSentence","15","would","2097","practice","5","642","504"
"S[5]","practice_rest","DashedSentence","14","way","2097","practice","5","577","504"
"S[5]","practice_rest","DashedSentence","13","the","2097","practice","5","567","504"
"S[5]","practice_rest","DashedSentence","12","by","2097","practice","5","509","504"
"S[5]","practice_rest","DashedSentence","11","which","2097","practice","5","601","504"
"S[5]","practice_rest","DashedSentence","10","bathrom%2C","2097","practice","5","582","504"
"S[5]","practice_rest","DashedSentence","9","a","2097","practice","5","536","504"
"S[5]","practice_rest","DashedSentence","8","and","2097","practice","5","568","504"
"S[5]","practice_rest","DashedSentence","7","kitchen","2097","practice","5","525","504"
"S[5]","practice_rest","DashedSentence","6","big","2097","practice","5","557","504"
"S[5]","practice_rest","DashedSentence","5","a","2097","practice","5","586","504"
"S[5]","practice_rest","DashedSentence","4","had","2097","practice","5","686","504"
"S[5]","practice_rest","DashedSentence","3","apartment","2097","practice","5","705","504"
"S[5]","practice_rest","DashedSentence","2","this","2097","practice","5","598","504"
"S[5]","practice_rest","DashedSentence","1","If","2097","practice","5","536","504"
"S[5]","practice_rest","grade","Choice","7","2097","practice","5","NULL","504"
"S[5]","practice_rest","DashedSentence","21","black.","3070","practice","6","969","503"
"S[5]","practice_rest","DashedSentence","20","are","3070","practice","6","503","503"
"S[5]","practice_rest","DashedSentence","19","Nick's","3070","practice","6","617","503"
"S[5]","practice_rest","DashedSentence","18","brother","3070","practice","6","540","503"
"S[5]","practice_rest","DashedSentence","17","her","3070","practice","6","539","503"
"S[5]","practice_rest","DashedSentence","16","is","3070","practice","6","520","503"
"S[5]","practice_rest","DashedSentence","15","which","3070","practice","6","524","503"
"S[5]","practice_rest","DashedSentence","14","there","3070","practice","6","630","503"
"S[5]","practice_rest","DashedSentence","13","over","3070","practice","6","677","503"
"S[5]","practice_rest","DashedSentence","12","desk","3070","practice","6","775","503"
"S[5]","practice_rest","DashedSentence","11","other","3070","practice","6","527","503"
"S[5]","practice_rest","DashedSentence","10","that","3070","practice","6","550","503"
"S[5]","practice_rest","DashedSentence","9","and","3070","practice","6","436","503"
"S[5]","practice_rest","DashedSentence","8","Sandra%2C","3070","practice","6","695","503"
"S[5]","practice_rest","DashedSentence","7","to","3070","practice","6","565","503"
"S[5]","practice_rest","DashedSentence","6","belong","3070","practice","6","585","503"
"S[5]","practice_rest","DashedSentence","5","to","3070","practice","6","619","503"
"S[5]","practice_rest","DashedSentence","4","used","3070","practice","6","753","503"
"S[5]","practice_rest","DashedSentence","3","which","3070","practice","6","464","503"
"S[5]","practice_rest","DashedSentence","2","desk%2C","3070","practice","6","506","503"
"S[5]","practice_rest","DashedSentence","1","This","3070","practice","6","651","503"
"S[5]","practice_rest","grade","Choice","5","3070","practice","6","NULL","503"
"S[5]","practice_rest","DashedSentence","13","she?","1817","practice","7","766","508"
"S[5]","practice_rest","DashedSentence","12","doesn't","1817","practice","7","564","508"
"S[5]","practice_rest","DashedSentence","11","know%2C","1817","practice","7","524","508"
"S[5]","practice_rest","DashedSentence","10","I","1817","practice","7","501","508"
"S[5]","practice_rest","DashedSentence","9","people","1817","practice","7","582","508"
"S[5]","practice_rest","DashedSentence","8","most","1817","practice","7","509","508"
"S[5]","practice_rest","DashedSentence","7","than","1817","practice","7","492","508"
"S[5]","practice_rest","DashedSentence","6","taller","1817","practice","7","470","508"
"S[5]","practice_rest","DashedSentence","5","much","1817","practice","7","497","508"
"S[5]","practice_rest","DashedSentence","4","tall%2C","1817","practice","7","705","508"
"S[5]","practice_rest","DashedSentence","3","very","1817","practice","7","460","508"
"S[5]","practice_rest","DashedSentence","2","is","1817","practice","7","506","508"
"S[5]","practice_rest","DashedSentence","1","Joanna","1817","practice","7","662","508"
"S[5]","practice_rest","grade","Choice","1","1817","practice","7","NULL","508"
"S[5]","practice_rest","DashedSentence","20","boss.","2368","practice","8","857","506"
"S[5]","practice_rest","DashedSentence","19","her","2368","practice","8","464","506"
"S[5]","practice_rest","DashedSentence","18","with","2368","practice","8","462","506"
"S[5]","practice_rest","DashedSentence","17","fight","2368","practice","8","541","506"
"S[5]","practice_rest","DashedSentence","16","huge","2368","practice","8","539","506"
"S[5]","practice_rest","DashedSentence","15","a","2368","practice","8","549","506"
"S[5]","practice_rest","DashedSentence","14","having","2368","practice","8","671","506"
"S[5]","practice_rest","DashedSentence","13","after","2368","practice","8","473","506"
"S[5]","practice_rest","DashedSentence","12","working","2368","practice","8","591","506"
"S[5]","practice_rest","DashedSentence","11","stopped","2368","practice","8","592","506"
"S[5]","practice_rest","DashedSentence","10","wife","2368","practice","8","748","506"
"S[5]","practice_rest","DashedSentence","9","her","2368","practice","8","483","506"
"S[5]","practice_rest","DashedSentence","8","for","2368","practice","8","560","506"
"S[5]","practice_rest","DashedSentence","7","still%2C","2368","practice","8","590","506"
"S[5]","practice_rest","DashedSentence","6","car","2368","practice","8","584","506"
"S[5]","practice_rest","DashedSentence","5","a","2368","practice","8","564","506"
"S[5]","practice_rest","DashedSentence","4","buy","2368","practice","8","568","506"
"S[5]","practice_rest","DashedSentence","3","to","2368","practice","8","1314","506"
"S[5]","practice_rest","DashedSentence","2","yet","2368","practice","8","648","506"
"S[5]","practice_rest","DashedSentence","1","Sherry","2368","practice","8","441","506"
"S[5]","practice_rest","grade","Choice","2","2368","practice","8","NULL","506"
"S[5]","practice_rest","DashedSentence","13","me.","2348","practice","9","1323","507"
"S[5]","practice_rest","DashedSentence","12","gift","2348","practice","9","477","507"
"S[5]","practice_rest","DashedSentence","11","a","2348","practice","9","454","507"
"S[5]","practice_rest","DashedSentence","10","and","2348","practice","9","486","507"
"S[5]","practice_rest","DashedSentence","9","smile","2348","practice","9","503","507"
"S[5]","practice_rest","DashedSentence","8","big","2348","practice","9","471","507"
"S[5]","practice_rest","DashedSentence","7","a","2348","practice","9","480","507"
"S[5]","practice_rest","DashedSentence","6","bringing","2348","practice","9","504","507"
"S[5]","practice_rest","DashedSentence","5","today%2C","2348","practice","9","476","507"
"S[5]","practice_rest","DashedSentence","4","house","2348","practice","9","525","507"
"S[5]","practice_rest","DashedSentence","3","my","2348","practice","9","644","507"
"S[5]","practice_rest","DashedSentence","2","came","2348","practice","9","586","507"
"S[5]","practice_rest","DashedSentence","1","Batman","2348","practice","9","542","507"
"S[5]","practice_rest","grade","Choice","1","2348","practice","9","NULL","507"
"S[5]","practice_first","grade","Choice",NA,"5504","practice","1","No selection happened","500"
"S[6]","practice_first","DashedSentence","14","this.","3057","practice","1","899","500"
"S[6]","practice_first","DashedSentence","13","like","3057","practice","1","382","500"
"S[6]","practice_first","DashedSentence","12","presented","3057","practice","1","349","500"
"S[6]","practice_first","DashedSentence","11","be","3057","practice","1","237","500"
"S[6]","practice_first","DashedSentence","10","will","3057","practice","1","290","500"
"S[6]","practice_first","DashedSentence","9","way%2C","3057","practice","1","339","500"
"S[6]","practice_first","DashedSentence","8","the","3057","practice","1","315","500"
"S[6]","practice_first","DashedSentence","7","by","3057","practice","1","337","500"
"S[6]","practice_first","DashedSentence","6","read","3057","practice","1","384","500"
"S[6]","practice_first","DashedSentence","5","to","3057","practice","1","293","500"
"S[6]","practice_first","DashedSentence","4","have","3057","practice","1","246","500"
"S[6]","practice_first","DashedSentence","3","you","3057","practice","1","293","500"
"S[6]","practice_first","DashedSentence","2","which","3057","practice","1","181","500"
"S[6]","practice_first","DashedSentence","1","Sentence%2C","3057","practice","1","269","500"
"S[6]","practice_first","grade","Choice","6","3057","practice","1","NULL","500"
"S[6]","practice_first","DashedSentence","20","","1544","practice","2","3197","501"
"S[6]","practice_first","DashedSentence","19","you.","1544","practice","2","496","501"
"S[6]","practice_first","DashedSentence","18","help","1544","practice","2","223","501"
"S[6]","practice_first","DashedSentence","17","to","1544","practice","2","339","501"
"S[6]","practice_first","DashedSentence","16","stuff","1544","practice","2","337","501"
"S[6]","practice_first","DashedSentence","15","some","1544","practice","2","306","501"
"S[6]","practice_first","DashedSentence","14","have","1544","practice","2","347","501"
"S[6]","practice_first","DashedSentence","13","will","1544","practice","2","293","501"
"S[6]","practice_first","DashedSentence","12","easier%2C","1544","practice","2","180","501"
"S[6]","practice_first","DashedSentence","11","be","1544","practice","2","248","501"
"S[6]","practice_first","DashedSentence","10","hopefully","1544","practice","2","213","501"
"S[6]","practice_first","DashedSentence","9","which","1544","practice","2","191","501"
"S[6]","practice_first","DashedSentence","8","some%2C","1544","practice","2","225","501"
"S[6]","practice_first","DashedSentence","7","But","1544","practice","2","236","501"
"S[6]","practice_first","DashedSentence","6","read.","1544","practice","2","261","501"
"S[6]","practice_first","DashedSentence","5","to","1544","practice","2","325","501"
"S[6]","practice_first","DashedSentence","4","harder","1544","practice","2","236","501"
"S[6]","practice_first","DashedSentence","3","be","1544","practice","2","449","501"
"S[6]","practice_first","DashedSentence","2","will","1544","practice","2","247","501"
"S[6]","practice_first","DashedSentence","1","Some","1544","practice","2","316","501"
"S[6]","practice_first","grade","Choice","7","1544","practice","2","NULL","501"
"S[6]","practice_good_item","DashedSentence","22","music.","1669","practice","3","406","502"
"S[6]","practice_good_item","DashedSentence","21","country","1669","practice","3","315","502"
"S[6]","practice_good_item","DashedSentence","20","revolutionizing","1669","practice","3","270","502"
"S[6]","practice_good_item","DashedSentence","19","for","1669","practice","3","315","502"
"S[6]","practice_good_item","DashedSentence","18","famous","1669","practice","3","315","502"
"S[6]","practice_good_item","DashedSentence","17","is","1669","practice","3","360","502"
"S[6]","practice_good_item","DashedSentence","16","inspirational%2C","1669","practice","3","224","502"
"S[6]","practice_good_item","DashedSentence","15","very","1669","practice","3","236","502"
"S[6]","practice_good_item","DashedSentence","14","and","1669","practice","3","237","502"
"S[6]","practice_good_item","DashedSentence","13","woman","1669","practice","3","293","502"
"S[6]","practice_good_item","DashedSentence","12","young","1669","practice","3","336","502"
"S[6]","practice_good_item","DashedSentence","11","achieving","1669","practice","3","372","502"
"S[6]","practice_good_item","DashedSentence","10","high","1669","practice","3","293","502"
"S[6]","practice_good_item","DashedSentence","9","a","1669","practice","3","247","502"
"S[6]","practice_good_item","DashedSentence","8","is","1669","practice","3","215","502"
"S[6]","practice_good_item","DashedSentence","7","way","1669","practice","3","178","502"
"S[6]","practice_good_item","DashedSentence","6","the","1669","practice","3","204","502"
"S[6]","practice_good_item","DashedSentence","5","by","1669","practice","3","202","502"
"S[6]","practice_good_item","DashedSentence","4","who","1669","practice","3","236","502"
"S[6]","practice_good_item","DashedSentence","3","singer%2C","1669","practice","3","203","502"
"S[6]","practice_good_item","DashedSentence","2","favorite","1669","practice","3","168","502"
"S[6]","practice_good_item","DashedSentence","1","My","1669","practice","3","225","502"
"S[6]","practice_good_item","grade","Choice","7","1669","practice","3","NULL","502"
"S[6]","practice_bad_item","DashedSentence","16","yesterday.","1635","practice","4","2113","505"
"S[6]","practice_bad_item","DashedSentence","15","book","1635","practice","4","340","505"
"S[6]","practice_bad_item","DashedSentence","14","the","1635","practice","4","360","505"
"S[6]","practice_bad_item","DashedSentence","13","borrow","1635","practice","4","315","505"
"S[6]","practice_bad_item","DashedSentence","12","will","1635","practice","4","315","505"
"S[6]","practice_bad_item","DashedSentence","11","who","1635","practice","4","360","505"
"S[6]","practice_bad_item","DashedSentence","10","grandpa","1635","practice","4","293","505"
"S[6]","practice_bad_item","DashedSentence","9","her","1635","practice","4","292","505"
"S[6]","practice_bad_item","DashedSentence","8","to","1635","practice","4","293","505"
"S[6]","practice_bad_item","DashedSentence","7","gift","1635","practice","4","290","505"
"S[6]","practice_bad_item","DashedSentence","6","a","1635","practice","4","273","505"
"S[6]","practice_bad_item","DashedSentence","5","as","1635","practice","4","247","505"
"S[6]","practice_bad_item","DashedSentence","4","book","1635","practice","4","248","505"
"S[6]","practice_bad_item","DashedSentence","3","this","1635","practice","4","292","505"
"S[6]","practice_bad_item","DashedSentence","2","bought","1635","practice","4","359","505"
"S[6]","practice_bad_item","DashedSentence","1","Lucy","1635","practice","4","225","505"
"S[6]","practice_bad_item","grade","Choice","1","1635","practice","4","NULL","505"
"S[6]","practice_rest","DashedSentence","25","it.","1450","practice","5","1599","504"
"S[6]","practice_rest","DashedSentence","24","buy","1450","practice","5","315","504"
"S[6]","practice_rest","DashedSentence","23","definitely","1450","practice","5","381","504"
"S[6]","practice_rest","DashedSentence","22","would","1450","practice","5","293","504"
"S[6]","practice_rest","DashedSentence","21","we","1450","practice","5","337","504"
"S[6]","practice_rest","DashedSentence","20","family%2C","1450","practice","5","361","504"
"S[6]","practice_rest","DashedSentence","19","big","1450","practice","5","315","504"
"S[6]","practice_rest","DashedSentence","18","our","1450","practice","5","292","504"
"S[6]","practice_rest","DashedSentence","17","with","1450","practice","5","270","504"
"S[6]","practice_rest","DashedSentence","16","help","1450","practice","5","248","504"
"S[6]","practice_rest","DashedSentence","15","would","1450","practice","5","270","504"
"S[6]","practice_rest","DashedSentence","14","way","1450","practice","5","269","504"
"S[6]","practice_rest","DashedSentence","13","the","1450","practice","5","237","504"
"S[6]","practice_rest","DashedSentence","12","by","1450","practice","5","259","504"
"S[6]","practice_rest","DashedSentence","11","which","1450","practice","5","270","504"
"S[6]","practice_rest","DashedSentence","10","bathrom%2C","1450","practice","5","312","504"
"S[6]","practice_rest","DashedSentence","9","a","1450","practice","5","339","504"
"S[6]","practice_rest","DashedSentence","8","and","1450","practice","5","294","504"
"S[6]","practice_rest","DashedSentence","7","kitchen","1450","practice","5","247","504"
"S[6]","practice_rest","DashedSentence","6","big","1450","practice","5","270","504"
"S[6]","practice_rest","DashedSentence","5","a","1450","practice","5","248","504"
"S[6]","practice_rest","DashedSentence","4","had","1450","practice","5","224","504"
"S[6]","practice_rest","DashedSentence","3","apartment","1450","practice","5","225","504"
"S[6]","practice_rest","DashedSentence","2","this","1450","practice","5","270","504"
"S[6]","practice_rest","DashedSentence","1","If","1450","practice","5","292","504"
"S[6]","practice_rest","grade","Choice","7","1450","practice","5","NULL","504"
"S[6]","practice_rest","DashedSentence","20","boss.","2533","practice","6","1889","506"
"S[6]","practice_rest","DashedSentence","19","her","2533","practice","6","271","506"
"S[6]","practice_rest","DashedSentence","18","with","2533","practice","6","257","506"
"S[6]","practice_rest","DashedSentence","17","fight","2533","practice","6","215","506"
"S[6]","practice_rest","DashedSentence","16","huge","2533","practice","6","270","506"
"S[6]","practice_rest","DashedSentence","15","a","2533","practice","6","247","506"
"S[6]","practice_rest","DashedSentence","14","having","2533","practice","6","248","506"
"S[6]","practice_rest","DashedSentence","13","after","2533","practice","6","248","506"
"S[6]","practice_rest","DashedSentence","12","working","2533","practice","6","247","506"
"S[6]","practice_rest","DashedSentence","11","stopped","2533","practice","6","225","506"
"S[6]","practice_rest","DashedSentence","10","wife","2533","practice","6","293","506"
"S[6]","practice_rest","DashedSentence","9","her","2533","practice","6","314","506"
"S[6]","practice_rest","DashedSentence","8","for","2533","practice","6","337","506"
"S[6]","practice_rest","DashedSentence","7","still%2C","2533","practice","6","249","506"
"S[6]","practice_rest","DashedSentence","6","car","2533","practice","6","269","506"
"S[6]","practice_rest","DashedSentence","5","a","2533","practice","6","248","506"
"S[6]","practice_rest","DashedSentence","4","buy","2533","practice","6","224","506"
"S[6]","practice_rest","DashedSentence","3","to","2533","practice","6","249","506"
"S[6]","practice_rest","DashedSentence","2","yet","2533","practice","6","221","506"
"S[6]","practice_rest","DashedSentence","1","Sherry","2533","practice","6","274","506"
"S[6]","practice_rest","grade","Choice","2","2533","practice","6","NULL","506"
"S[6]","practice_rest","DashedSentence","13","me.","1561","practice","7","1269","507"
"S[6]","practice_rest","DashedSentence","12","gift","1561","practice","7","270","507"
"S[6]","practice_rest","DashedSentence","11","a","1561","practice","7","316","507"
"S[6]","practice_rest","DashedSentence","10","and","1561","practice","7","269","507"
"S[6]","practice_rest","DashedSentence","9","smile","1561","practice","7","293","507"
"S[6]","practice_rest","DashedSentence","8","big","1561","practice","7","270","507"
"S[6]","practice_rest","DashedSentence","7","a","1561","practice","7","248","507"
"S[6]","practice_rest","DashedSentence","6","bringing","1561","practice","7","292","507"
"S[6]","practice_rest","DashedSentence","5","today%2C","1561","practice","7","372","507"
"S[6]","practice_rest","DashedSentence","4","house","1561","practice","7","236","507"
"S[6]","practice_rest","DashedSentence","3","my","1561","practice","7","225","507"
"S[6]","practice_rest","DashedSentence","2","came","1561","practice","7","225","507"
"S[6]","practice_rest","DashedSentence","1","Batman","1561","practice","7","236","507"
"S[6]","practice_rest","grade","Choice","1","1561","practice","7","NULL","507"
"S[6]","practice_rest","DashedSentence","13","she?","1715","practice","8","1014","508"
"S[6]","practice_rest","DashedSentence","12","doesn't","1715","practice","8","316","508"
"S[6]","practice_rest","DashedSentence","11","know%2C","1715","practice","8","292","508"
"S[6]","practice_rest","DashedSentence","10","I","1715","practice","8","270","508"
"S[6]","practice_rest","DashedSentence","9","people","1715","practice","8","315","508"
