id,sentence,Group,type,condition,comma,v2,person,np1_animacy,np2_animacy,np3_animacy,np1_#,np2_#,np3_#,v1_type,v2_type,v3_type,c1_type,c2_type,v1_tense,v2_tense,v3_tense
35,"The dessert which the baker, who the gourmet had recommended, had made was popular among customers.",D,exp,Comma,1,1,Danni,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past perfect,past perfect,past
35,The dessert which the baker who the gourmet had recommended was popular among customers.,A,exp,MissingVBase,0,0,Danni,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past perfect,past perfect,past
35,"The dessert which the baker, who the gourmet had recommended, was popular among customers.",B,exp,MissingVComma,1,0,Danni,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past perfect,past perfect,past
36,The novel which the writer who my friend had admired had written was found to be plagiarized.,D,exp,Base,0,1,Danni,inanimate,animate,animate,singular,singular,singular,transitive,transitive,Complex,which,who,past perfect,past perfect,past passive
36,"The novel which the writer, who my friend had admired, had written was found to be plagiarized.",A,exp,Comma,1,1,Danni,inanimate,animate,animate,singular,singular,singular,transitive,transitive,Complex,which,who,past perfect,past perfect,past passive
36,The novel which the writer who my friend had admired was found to be plagiarized.,B,exp,MissingVBase,0,0,Danni,inanimate,animate,animate,singular,singular,singular,transitive,transitive,Complex,which,who,past perfect,past perfect,past passive
36,"The novel which the writer, who my friend had admired, was found to be plagiarized.",C,exp,MissingVComma,1,0,Danni,inanimate,animate,animate,singular,singular,singular,transitive,transitive,Complex,which,who,past perfect,past perfect,past passive
37,The heater which the repair worker who the landlord had hired had fixed was broken again. ,A,exp,Base,0,1,Danni,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past perfect,past perfect,past
37,"The heater which the repair worker, who the landlord had hired, had fixed was broken again. ",B,exp,Comma,1,1,Danni,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past perfect,past perfect,past
37,The heater which the repair worker who the landlord had hired was broken again. ,C,exp,MissingVBase,0,0,Danni,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past perfect,past perfect,past
37,"The heater which the repair worker, who the landlord had hired, was broken again. ",D,exp,MissingVComma,1,0,Danni,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past perfect,past perfect,past
38,The comet which the girl who the police was trying to remove from the area went to see last night fulfilled my wish. ,B,exp,Base,0,1,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past tense,past tense,past tense
38,"The comet which the girl, who the police was trying to remove from the area went to see last night, fulfilled my wish. ",C,exp,Comma,1,1,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past tense,past tense,past tense
38,The comet which the girl who the police was trying to remove from the area fulfilled my wish. ,D,exp,MissingVBase,0,0,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past tense,past tense,past tense
38,"The comet which the girl, who the police was trying to remove from the area, fulfilled my wish. ",A,exp,MissingVComma,1,0,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past tense,past tense,past tense
39,The apple tree which the artist who my teacher follows on social media vividly portrayed in his masterpiece was planted by his grandfather.,C,exp,Base,0,1,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,present ,past tense,past passive
39,"The apple tree which the artist, who my teacher follows on social media vividly portrayed in his masterpiece, was planted by his grandfather.",D,exp,Comma,1,1,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,present ,past tense,past passive
39,The apple tree which the artist who my teacher follows on social media was planted by his grandfather.,A,exp,MissingVBase,0,0,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,present ,past tense,past passive
39,"The apple tree which the artist, who my teacher follows on social media, was planted by his grandfather.",B,exp,MissingVComma,1,0,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,present ,past tense,past passive
40,The love letter which the tenant who my neighbor invited to the garden party found in the attic had been addressed to a famous actress.,D,exp,Base,0,1,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,who,past tense,past tense,past perfect passive
40,"The love letter which the tenant, who my neighbor invited to the garden party found in the attic, had been addressed to a famous actress.",A,exp,Comma,1,1,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,who,past tense,past tense,past perfect passive
40,The love letter which the tenant who my neighbor invited to the garden party had been addressed to a famous actress.,B,exp,MissingVBase,0,0,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,who,past tense,past tense,past perfect passive
40,"The love letter which the tenant, who my neighbor invited to the garden party, had been addressed to a famous actress.",C,exp,MissingVComma,1,0,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,who,past tense,past tense,past perfect passive
41,The recipe which the chef who the restaurant promoted last week had created expertly was praised by the food critics.,A,exp,Base,0,1,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past tense,past perfect,past passive
41,"The recipe which the chef, who the restaurant promoted last week had created expertly, was praised by the food critics.",B,exp,Comma,1,1,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past tense,past perfect,past passive
41,The recipe which the chef who the restaurant promoted last week was praised by the food critics.,C,exp,MissingVBase,0,0,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past tense,past perfect,past passive
41,"The recipe which the chef, who the restaurant promoted last week, was praised by the food critics.",D,exp,MissingVComma,1,0,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past tense,past perfect,past passive
42,The spaceship which the scientist who my uncle met at a conference built in his garage launched successfully last week.,B,exp,Base,0,1,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past tense,past tense,past tense
42,"The spaceship which the scientist, who my uncle met at a conference built in his garage, launched successfully last week.",C,exp,Comma,1,1,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past tense,past tense,past tense
42,The spaceship which the scientist who my uncle met at a conference launched successfully last week.,D,exp,MissingVBase,0,0,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past tense,past tense,past tense
42,"The spaceship which the scientist, who my uncle met at a conference, launched successfully last week.",A,exp,MissingVComma,1,0,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past tense,past tense,past tense
43,The painting which the curator who the gallery hired to improve its exhibits selected was created by a local artist.,C,exp,Base,0,1,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,intransitive,which,who,past tense,past tense,past tense
43,"The painting which the curator, who the gallery hired to improve its exhibits selected, was created by a local artist.",D,exp,Comma,1,1,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,intransitive,which,who,past tense,past tense,past tense
43,The painting which the curator who the gallery hired to improve its exhibits was created by a local artist.,A,exp,MissingVBase,0,0,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,intransitive,which,who,past tense,past tense,past tense
43,"The painting which the curator, who the gallery hired to improve its exhibits, was created by a local artist.",B,exp,MissingVComma,1,0,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,intransitive,which,who,past tense,past tense,past tense
44,The garden which the botanist who my professor invited to speak about rare plants designed was filled with exotic flowers.,D,exp,Base,0,1,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,intransitive,which,who,past tense,past tense,past tense
44,"The garden which the botanist, who my professor invited to speak about rare plants designed, was filled with exotic flowers.",A,exp,Comma,1,1,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,intransitive,which,who,past tense,past tense,past tense
44,The garden which the botanist who my professor invited to speak about rare plants was filled with exotic flowers.,B,exp,MissingVBase,0,0,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,intransitive,which,who,past tense,past tense,past tense
44,"The garden which the botanist, who my professor invited to speak about rare plants, was filled with exotic flowers.",C,exp,MissingVComma,1,0,Hande,inanimate,animate,animate,singular,singular,singular,transitive,transitive,intransitive,which,who,past tense,past tense,past tense
45,The ribbon which the gift which her mother secretly bought overshadowed looked handmade.,A,exp,Base,0,1,Tessa,inanimate,inanimate,animate,singular,singular,singular,transitive,transitive,??,which,which,past,past,past
45,"The ribbon which the gift, which her mother secretly bought, overshadowed looked handmade.",B,exp,Comma,1,1,Tessa,inanimate,inanimate,animate,singular,singular,singular,transitive,transitive,??,which,which,past,past,past
45,The ribbon which the gift which her mother secretly bought looked handmade.,C,exp,MissingVBase,0,0,Tessa,inanimate,inanimate,animate,singular,singular,singular,transitive,transitive,??,which,which,past,past,past
45,"The ribbon which the gift, which her mother secretly bought, looked handmade.",D,exp,MissingVComma,1,0,Tessa,inanimate,inanimate,animate,singular,singular,singular,transitive,transitive,??,which,which,past,past,past
46,The key which the contractor who the landlord happily hired made in an hour worked.,B,exp,Base,0,1,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,who,past,past,past
46,"The key which the contractor, who the landlord happily hired, made in an hour worked.",C,exp,Comma,1,1,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,who,past,past,past
46,The key which the contractor who the landlord happily hired worked.,D,exp,MissingVBase,0,0,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,who,past,past,past
46,"The key which the contractor, who the landlord happily hired, worked.",A,exp,MissingVComma,1,0,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,who,past,past,past
47,The building which the lamp which a tired truck driver struck was next to needs repairs.,C,exp,Base,0,1,Tessa,inanimate,inanimate,animate,singular,singular,singular,transitive,transitive,??,which,which,past,past,present
47,"The building which the lamp, which a tired truck driver struck, was next to needs repairs.",D,exp,Comma,1,1,Tessa,inanimate,inanimate,animate,singular,singular,singular,transitive,transitive,??,which,which,past,past,present
47,The building which the lamp which a tired truck driver struck needs repairs.,A,exp,MissingVBase,0,0,Tessa,inanimate,inanimate,animate,singular,singular,singular,transitive,transitive,??,which,which,past,past,present
47,"The building which the lamp, which a tired truck driver struck, needs repairs.",B,exp,MissingVComma,1,0,Tessa,inanimate,inanimate,animate,singular,singular,singular,transitive,transitive,??,which,which,past,past,present
48,The folded receipt which a bag which the shopper dropped had held flew away.,D,exp,Base,0,1,Tessa,inanimate,inanimate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,which,past,past pefect,past
48,"The folded receipt which a bag, which the shopper dropped, had held flew away.",A,exp,Comma,1,1,Tessa,inanimate,inanimate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,which,past,past pefect,past
48,The folded receipt which a bag which the shopper dropped flew away.,B,exp,MissingVBase,0,0,Tessa,inanimate,inanimate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,which,past,past pefect,past
48,"The folded receipt which a bag, which the shopper dropped, flew away.",C,exp,MissingVComma,1,0,Tessa,inanimate,inanimate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,which,past,past pefect,past
49,The email which the dean who the chancellor recognized at the ceremony sent introduced a new policy.,A,exp,Base,0,1,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past,past,past
49,"The email which the dean, who the chancellor recognized at the ceremony, sent introduced a new policy.",B,exp,Comma,1,1,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past,past,past
49,The email which the dean who the chancellor recognized at the ceremony introduced a new policy.,C,exp,MissingVBase,0,0,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past,past,past
49,"The email which the dean, who the chancellor recognized at the ceremony, introduced a new policy.",D,exp,MissingVComma,1,0,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,transitive,which,who,past,past,past
50,The bubble which the man who the duck begs for bread on Saturdays blew for the toddler popped.,B,exp,Base,0,1,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,who,past,present,past
50,"The bubble which the man, who the duck begs for bread on Saturdays, blew for the toddler popped.",C,exp,Comma,1,1,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,who,past,present,past
50,The bubble which the man who the duck begs for bread on Saturdays popped.,D,exp,MissingVBase,0,0,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,who,past,present,past
50,"The bubble which the man, who the duck begs for bread on Saturdays, popped.",A,exp,MissingVComma,1,0,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,who,past,present,past
51,The shirt which the monkey which the tailor hired for cheap made doesn't fit.,C,exp,Base,0,1,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,which,past,past,present
51,"The shirt which the monkey, which the tailor hired for cheap, made doesn't fit.",D,exp,Comma,1,1,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,which,past,past,present
51,The shirt which the monkey which the tailor hired for cheap doesn't fit.,A,exp,MissingVBase,0,0,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,which,past,past,present
51,"The shirt which the monkey, which the tailor hired for cheap, doesn't fit.",B,exp,MissingVComma,1,0,Tessa,inanimate,animate,animate,singular,singular,singular,transitive,transitive,unaccusative,which,which,past,past,present
